"variable","field","suffix","fieldid","instance","index","category"
"why_stopped_smoking_f6157_1_3","why_stopped_smoking","6157_1_3","6157","1","3","Tobacco Use"
"why_stopped_smoking_f6157_2_0","why_stopped_smoking","6157_2_0","6157","2","0","Tobacco Use"
"why_stopped_smoking_f6157_2_1","why_stopped_smoking","6157_2_1","6157","2","1","Tobacco Use"
"why_stopped_smoking_f6157_2_2","why_stopped_smoking","6157_2_2","6157","2","2","Tobacco Use"
"why_stopped_smoking_f6157_2_3","why_stopped_smoking","6157_2_3","6157","2","3","Tobacco Use"
"why_stopped_smoking_f6157_3_0","why_stopped_smoking","6157_3_0","6157","3","0","Tobacco Use"
"why_stopped_smoking_f6157_3_1","why_stopped_smoking","6157_3_1","6157","3","1","Tobacco Use"
"why_stopped_smoking_f6157_3_2","why_stopped_smoking","6157_3_2","6157","3","2","Tobacco Use"
"why_stopped_smoking_f6157_3_3","why_stopped_smoking","6157_3_3","6157","3","3","Tobacco Use"
"why_reduced_smoking_f6158_0_0","why_reduced_smoking","6158_0_0","6158","0","0","Tobacco Use"
"why_reduced_smoking_f6158_0_1","why_reduced_smoking","6158_0_1","6158","0","1","Tobacco Use"
"why_reduced_smoking_f6158_0_2","why_reduced_smoking","6158_0_2","6158","0","2","Tobacco Use"
"why_reduced_smoking_f6158_0_3","why_reduced_smoking","6158_0_3","6158","0","3","Tobacco Use"
"why_reduced_smoking_f6158_1_0","why_reduced_smoking","6158_1_0","6158","1","0","Tobacco Use"
"why_reduced_smoking_f6158_1_1","why_reduced_smoking","6158_1_1","6158","1","1","Tobacco Use"
"why_reduced_smoking_f6158_1_2","why_reduced_smoking","6158_1_2","6158","1","2","Tobacco Use"
"why_reduced_smoking_f6158_1_3","why_reduced_smoking","6158_1_3","6158","1","3","Tobacco Use"
"why_reduced_smoking_f6158_2_0","why_reduced_smoking","6158_2_0","6158","2","0","Tobacco Use"
"why_reduced_smoking_f6158_2_1","why_reduced_smoking","6158_2_1","6158","2","1","Tobacco Use"
"why_reduced_smoking_f6158_2_2","why_reduced_smoking","6158_2_2","6158","2","2","Tobacco Use"
"why_reduced_smoking_f6158_2_3","why_reduced_smoking","6158_2_3","6158","2","3","Tobacco Use"
"why_reduced_smoking_f6158_3_0","why_reduced_smoking","6158_3_0","6158","3","0","Tobacco Use"
"why_reduced_smoking_f6158_3_1","why_reduced_smoking","6158_3_1","6158","3","1","Tobacco Use"
"why_reduced_smoking_f6158_3_2","why_reduced_smoking","6158_3_2","6158","3","2","Tobacco Use"
"why_reduced_smoking_f6158_3_3","why_reduced_smoking","6158_3_3","6158","3","3","Tobacco Use"
"leisuresocial_activities_f6160_0_0","leisuresocial_activities","6160_0_0","6160","0","0","Social Activity"
"leisuresocial_activities_f6160_0_1","leisuresocial_activities","6160_0_1","6160","0","1","Social Activity"
"leisuresocial_activities_f6160_0_2","leisuresocial_activities","6160_0_2","6160","0","2","Social Activity"
"leisuresocial_activities_f6160_0_3","leisuresocial_activities","6160_0_3","6160","0","3","Social Activity"
"leisuresocial_activities_f6160_0_4","leisuresocial_activities","6160_0_4","6160","0","4","Social Activity"
"leisuresocial_activities_f6160_1_0","leisuresocial_activities","6160_1_0","6160","1","0","Social Activity"
"leisuresocial_activities_f6160_1_1","leisuresocial_activities","6160_1_1","6160","1","1","Social Activity"
"leisuresocial_activities_f6160_1_2","leisuresocial_activities","6160_1_2","6160","1","2","Social Activity"
"leisuresocial_activities_f6160_1_3","leisuresocial_activities","6160_1_3","6160","1","3","Social Activity"
"leisuresocial_activities_f6160_1_4","leisuresocial_activities","6160_1_4","6160","1","4","Social Activity"
"leisuresocial_activities_f6160_2_0","leisuresocial_activities","6160_2_0","6160","2","0","Social Activity"
"leisuresocial_activities_f6160_2_1","leisuresocial_activities","6160_2_1","6160","2","1","Social Activity"
"leisuresocial_activities_f6160_2_2","leisuresocial_activities","6160_2_2","6160","2","2","Social Activity"
"leisuresocial_activities_f6160_2_3","leisuresocial_activities","6160_2_3","6160","2","3","Social Activity"
"leisuresocial_activities_f6160_2_4","leisuresocial_activities","6160_2_4","6160","2","4","Social Activity"
"leisuresocial_activities_f6160_3_0","leisuresocial_activities","6160_3_0","6160","3","0","Social Activity"
"leisuresocial_activities_f6160_3_1","leisuresocial_activities","6160_3_1","6160","3","1","Social Activity"
"leisuresocial_activities_f6160_3_2","leisuresocial_activities","6160_3_2","6160","3","2","Social Activity"
"leisuresocial_activities_f6160_3_3","leisuresocial_activities","6160_3_3","6160","3","3","Social Activity"
"leisuresocial_activities_f6160_3_4","leisuresocial_activities","6160_3_4","6160","3","4","Social Activity"
"types_of_transport_used_excluding_work_f6162_0_0","types_of_transport_used_excluding_work","6162_0_0","6162","0","0","Transportation"
"types_of_transport_used_excluding_work_f6162_0_1","types_of_transport_used_excluding_work","6162_0_1","6162","0","1","Transportation"
"types_of_transport_used_excluding_work_f6162_0_2","types_of_transport_used_excluding_work","6162_0_2","6162","0","2","Transportation"
"types_of_transport_used_excluding_work_f6162_0_3","types_of_transport_used_excluding_work","6162_0_3","6162","0","3","Transportation"
"types_of_transport_used_excluding_work_f6162_1_0","types_of_transport_used_excluding_work","6162_1_0","6162","1","0","Transportation"
"types_of_transport_used_excluding_work_f6162_1_1","types_of_transport_used_excluding_work","6162_1_1","6162","1","1","Transportation"
"types_of_transport_used_excluding_work_f6162_1_2","types_of_transport_used_excluding_work","6162_1_2","6162","1","2","Transportation"
"types_of_transport_used_excluding_work_f6162_1_3","types_of_transport_used_excluding_work","6162_1_3","6162","1","3","Transportation"
"types_of_transport_used_excluding_work_f6162_2_0","types_of_transport_used_excluding_work","6162_2_0","6162","2","0","Transportation"
"types_of_transport_used_excluding_work_f6162_2_1","types_of_transport_used_excluding_work","6162_2_1","6162","2","1","Transportation"
"types_of_transport_used_excluding_work_f6162_2_2","types_of_transport_used_excluding_work","6162_2_2","6162","2","2","Transportation"
"types_of_transport_used_excluding_work_f6162_2_3","types_of_transport_used_excluding_work","6162_2_3","6162","2","3","Transportation"
"types_of_transport_used_excluding_work_f6162_3_0","types_of_transport_used_excluding_work","6162_3_0","6162","3","0","Transportation"
"types_of_transport_used_excluding_work_f6162_3_1","types_of_transport_used_excluding_work","6162_3_1","6162","3","1","Transportation"
"types_of_transport_used_excluding_work_f6162_3_2","types_of_transport_used_excluding_work","6162_3_2","6162","3","2","Transportation"
"types_of_transport_used_excluding_work_f6162_3_3","types_of_transport_used_excluding_work","6162_3_3","6162","3","3","Transportation"
"types_of_physical_activity_in_last_4_weeks_f6164_0_0","types_of_physical_activity_in_last_4_weeks","6164_0_0","6164","0","0","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_0_1","types_of_physical_activity_in_last_4_weeks","6164_0_1","6164","0","1","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_0_2","types_of_physical_activity_in_last_4_weeks","6164_0_2","6164","0","2","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_0_3","types_of_physical_activity_in_last_4_weeks","6164_0_3","6164","0","3","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_0_4","types_of_physical_activity_in_last_4_weeks","6164_0_4","6164","0","4","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_1_0","types_of_physical_activity_in_last_4_weeks","6164_1_0","6164","1","0","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_1_1","types_of_physical_activity_in_last_4_weeks","6164_1_1","6164","1","1","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_1_2","types_of_physical_activity_in_last_4_weeks","6164_1_2","6164","1","2","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_1_3","types_of_physical_activity_in_last_4_weeks","6164_1_3","6164","1","3","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_1_4","types_of_physical_activity_in_last_4_weeks","6164_1_4","6164","1","4","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_2_0","types_of_physical_activity_in_last_4_weeks","6164_2_0","6164","2","0","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_2_1","types_of_physical_activity_in_last_4_weeks","6164_2_1","6164","2","1","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_2_2","types_of_physical_activity_in_last_4_weeks","6164_2_2","6164","2","2","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_2_3","types_of_physical_activity_in_last_4_weeks","6164_2_3","6164","2","3","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_2_4","types_of_physical_activity_in_last_4_weeks","6164_2_4","6164","2","4","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_3_0","types_of_physical_activity_in_last_4_weeks","6164_3_0","6164","3","0","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_3_1","types_of_physical_activity_in_last_4_weeks","6164_3_1","6164","3","1","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_3_2","types_of_physical_activity_in_last_4_weeks","6164_3_2","6164","3","2","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_3_3","types_of_physical_activity_in_last_4_weeks","6164_3_3","6164","3","3","Physical Activity"
"types_of_physical_activity_in_last_4_weeks_f6164_3_4","types_of_physical_activity_in_last_4_weeks","6164_3_4","6164","3","4","Physical Activity"
"number_of_cigarettes_previously_smoked_daily_current_cigarpipe_smokers_f6183_0_0","number_of_cigarettes_previously_smoked_daily_current_cigarpipe_smokers","6183_0_0","6183","0","0","Tobacco Use"
"number_of_cigarettes_previously_smoked_daily_current_cigarpipe_smokers_f6183_1_0","number_of_cigarettes_previously_smoked_daily_current_cigarpipe_smokers","6183_1_0","6183","1","0","Tobacco Use"
"number_of_cigarettes_previously_smoked_daily_current_cigarpipe_smokers_f6183_2_0","number_of_cigarettes_previously_smoked_daily_current_cigarpipe_smokers","6183_2_0","6183","2","0","Tobacco Use"
"number_of_cigarettes_previously_smoked_daily_current_cigarpipe_smokers_f6183_3_0","number_of_cigarettes_previously_smoked_daily_current_cigarpipe_smokers","6183_3_0","6183","3","0","Tobacco Use"
"age_stopped_smoking_cigarettes_current_cigarpipe_or_previous_cigarette_smoker_f6194_0_0","age_stopped_smoking_cigarettes_current_cigarpipe_or_previous_cigarette_smoker","6194_0_0","6194","0","0","Tobacco Use"
"age_stopped_smoking_cigarettes_current_cigarpipe_or_previous_cigarette_smoker_f6194_1_0","age_stopped_smoking_cigarettes_current_cigarpipe_or_previous_cigarette_smoker","6194_1_0","6194","1","0","Tobacco Use"
"age_stopped_smoking_cigarettes_current_cigarpipe_or_previous_cigarette_smoker_f6194_2_0","age_stopped_smoking_cigarettes_current_cigarpipe_or_previous_cigarette_smoker","6194_2_0","6194","2","0","Tobacco Use"
"age_stopped_smoking_cigarettes_current_cigarpipe_or_previous_cigarette_smoker_f6194_3_0","age_stopped_smoking_cigarettes_current_cigarpipe_or_previous_cigarette_smoker","6194_3_0","6194","3","0","Tobacco Use"
"why_stopped_smoking_pilot_f10115_0_0","why_stopped_smoking_pilot","10115_0_0","10115","0","0","Tobacco Use"
"illness_injury_bereavement_stress_in_last_2_years_pilot_f10721_0_0","illness_injury_bereavement_stress_in_last_2_years_pilot","10721_0_0","10721","0","0","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_pilot_f10721_0_1","illness_injury_bereavement_stress_in_last_2_years_pilot","10721_0_1","10721","0","1","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_pilot_f10721_0_2","illness_injury_bereavement_stress_in_last_2_years_pilot","10721_0_2","10721","0","2","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_pilot_f10721_0_3","illness_injury_bereavement_stress_in_last_2_years_pilot","10721_0_3","10721","0","3","Psychological"
"illness_injury_bereavement_stress_in_last_2_years_pilot_f10721_0_4","illness_injury_bereavement_stress_in_last_2_years_pilot","10721_0_4","10721","0","4","Psychological"
"frequency_of_friendfamily_visits_pilot_f10740_0_0","frequency_of_friendfamily_visits_pilot","10740_0_0","10740","0","0","Social Activity"
"spread_type_pilot_f10767_0_0","spread_type_pilot","10767_0_0","10767","0","0","Nutrition"
"bread_typeintake_pilot_f10776_0_0","bread_typeintake_pilot","10776_0_0","10776","0","0","Nutrition"
"reason_for_reducing_amount_of_alcohol_drunk_pilot_f10818_0_0","reason_for_reducing_amount_of_alcohol_drunk_pilot","10818_0_0","10818","0","0","Alcohol"
"ever_stopped_smoking_for_6_months_pilot_f10827_0_0","ever_stopped_smoking_for_6_months_pilot","10827_0_0","10827","0","0","Tobacco Use"
"reason_former_drinker_stopped_drinking_alcohol_pilot_f10853_0_0","reason_former_drinker_stopped_drinking_alcohol_pilot","10853_0_0","10853","0","0","Alcohol"
"never_eat_eggs_dairy_wheat_sugar_pilot_f10855_0_0","never_eat_eggs_dairy_wheat_sugar_pilot","10855_0_0","10855","0","0","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_pilot_f10855_0_1","never_eat_eggs_dairy_wheat_sugar_pilot","10855_0_1","10855","0","1","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_pilot_f10855_0_2","never_eat_eggs_dairy_wheat_sugar_pilot","10855_0_2","10855","0","2","Nutrition"
"never_eat_eggs_dairy_wheat_sugar_pilot_f10855_0_3","never_eat_eggs_dairy_wheat_sugar_pilot","10855_0_3","10855","0","3","Nutrition"
"light_smokers_at_least_100_smokes_in_lifetime_pilot_f10895_0_0","light_smokers_at_least_100_smokes_in_lifetime_pilot","10895_0_0","10895","0","0","Tobacco Use"
"variation_in_diet_pilot_f10912_0_0","variation_in_diet_pilot","10912_0_0","10912","0","0","Nutrition"
"duration_of_walks_pilot_f10953_0_0","duration_of_walks_pilot","10953_0_0","10953","0","0","Physical Activity"
"duration_of_moderate_physical_activity_pilot_f10962_0_0","duration_of_moderate_physical_activity_pilot","10962_0_0","10962","0","0","Physical Activity"
"duration_of_vigorous_physical_activity_pilot_f10971_0_0","duration_of_vigorous_physical_activity_pilot","10971_0_0","10971","0","0","Physical Activity"
"weight_preimaging_f12143_2_0","weight_preimaging","12143_2_0","12143","2","0","Anthropometry"
"weight_preimaging_f12143_3_0","weight_preimaging","12143_3_0","12143","3","0","Anthropometry"
"height_f12144_2_0","height","12144_2_0","12144","2","0","Anthropometry"
"height_f12144_3_0","height","12144_3_0","12144","3","0","Anthropometry"
"sitting_height_f20015_0_0","sitting_height","20015_0_0","20015","0","0","Anthropometry"
"sitting_height_f20015_1_0","sitting_height","20015_1_0","20015","1","0","Anthropometry"
"sitting_height_f20015_2_0","sitting_height","20015_2_0","20015","2","0","Anthropometry"
"sitting_height_f20015_3_0","sitting_height","20015_3_0","20015","3","0","Anthropometry"
"reason_for_skipping_weight_f20041_0_0","reason_for_skipping_weight","20041_0_0","20041","0","0","Anthropometry"
"reason_for_skipping_waist_f20045_0_0","reason_for_skipping_waist","20045_0_0","20045","0","0","Anthropometry"
"reason_for_skipping_hip_measurement_f20046_0_0","reason_for_skipping_hip_measurement","20046_0_0","20046","0","0","Anthropometry"
"reason_for_skipping_standing_height_f20047_0_0","reason_for_skipping_standing_height","20047_0_0","20047","0","0","Anthropometry"
"reason_for_skipping_sitting_height_f20048_0_0","reason_for_skipping_sitting_height","20048_0_0","20048","0","0","Anthropometry"
"size_of_white_wine_glass_drunk_f20095_0_0","size_of_white_wine_glass_drunk","20095_0_0","20095","0","0","Alcohol"
"size_of_white_wine_glass_drunk_f20095_0_1","size_of_white_wine_glass_drunk","20095_0_1","20095","0","1","Alcohol"
"size_of_white_wine_glass_drunk_f20095_0_2","size_of_white_wine_glass_drunk","20095_0_2","20095","0","2","Alcohol"
"size_of_white_wine_glass_drunk_f20095_1_0","size_of_white_wine_glass_drunk","20095_1_0","20095","1","0","Alcohol"
"size_of_white_wine_glass_drunk_f20095_1_1","size_of_white_wine_glass_drunk","20095_1_1","20095","1","1","Alcohol"
"size_of_white_wine_glass_drunk_f20095_1_2","size_of_white_wine_glass_drunk","20095_1_2","20095","1","2","Alcohol"
"size_of_white_wine_glass_drunk_f20095_2_0","size_of_white_wine_glass_drunk","20095_2_0","20095","2","0","Alcohol"
"size_of_white_wine_glass_drunk_f20095_2_1","size_of_white_wine_glass_drunk","20095_2_1","20095","2","1","Alcohol"
"size_of_white_wine_glass_drunk_f20095_2_2","size_of_white_wine_glass_drunk","20095_2_2","20095","2","2","Alcohol"
"size_of_white_wine_glass_drunk_f20095_3_0","size_of_white_wine_glass_drunk","20095_3_0","20095","3","0","Alcohol"
"size_of_white_wine_glass_drunk_f20095_3_1","size_of_white_wine_glass_drunk","20095_3_1","20095","3","1","Alcohol"
"size_of_white_wine_glass_drunk_f20095_3_2","size_of_white_wine_glass_drunk","20095_3_2","20095","3","2","Alcohol"
"size_of_white_wine_glass_drunk_f20095_4_0","size_of_white_wine_glass_drunk","20095_4_0","20095","4","0","Alcohol"
"size_of_white_wine_glass_drunk_f20095_4_1","size_of_white_wine_glass_drunk","20095_4_1","20095","4","1","Alcohol"
"size_of_white_wine_glass_drunk_f20095_4_2","size_of_white_wine_glass_drunk","20095_4_2","20095","4","2","Alcohol"
"size_of_red_wine_glass_drunk_f20096_0_0","size_of_red_wine_glass_drunk","20096_0_0","20096","0","0","Alcohol"
"size_of_red_wine_glass_drunk_f20096_0_1","size_of_red_wine_glass_drunk","20096_0_1","20096","0","1","Alcohol"
"size_of_red_wine_glass_drunk_f20096_1_0","size_of_red_wine_glass_drunk","20096_1_0","20096","1","0","Alcohol"
"size_of_red_wine_glass_drunk_f20096_1_1","size_of_red_wine_glass_drunk","20096_1_1","20096","1","1","Alcohol"
"size_of_red_wine_glass_drunk_f20096_2_0","size_of_red_wine_glass_drunk","20096_2_0","20096","2","0","Alcohol"
"size_of_red_wine_glass_drunk_f20096_2_1","size_of_red_wine_glass_drunk","20096_2_1","20096","2","1","Alcohol"
"size_of_red_wine_glass_drunk_f20096_3_0","size_of_red_wine_glass_drunk","20096_3_0","20096","3","0","Alcohol"
"size_of_red_wine_glass_drunk_f20096_3_1","size_of_red_wine_glass_drunk","20096_3_1","20096","3","1","Alcohol"
"size_of_red_wine_glass_drunk_f20096_4_0","size_of_red_wine_glass_drunk","20096_4_0","20096","4","0","Alcohol"
"size_of_red_wine_glass_drunk_f20096_4_1","size_of_red_wine_glass_drunk","20096_4_1","20096","4","1","Alcohol"
"size_of_rose_wine_glass_drunk_f20097_0_0","size_of_rose_wine_glass_drunk","20097_0_0","20097","0","0","Alcohol"
"size_of_rose_wine_glass_drunk_f20097_0_1","size_of_rose_wine_glass_drunk","20097_0_1","20097","0","1","Alcohol"
"size_of_rose_wine_glass_drunk_f20097_1_0","size_of_rose_wine_glass_drunk","20097_1_0","20097","1","0","Alcohol"
"size_of_rose_wine_glass_drunk_f20097_1_1","size_of_rose_wine_glass_drunk","20097_1_1","20097","1","1","Alcohol"
"size_of_rose_wine_glass_drunk_f20097_2_0","size_of_rose_wine_glass_drunk","20097_2_0","20097","2","0","Alcohol"
"size_of_rose_wine_glass_drunk_f20097_2_1","size_of_rose_wine_glass_drunk","20097_2_1","20097","2","1","Alcohol"
"size_of_rose_wine_glass_drunk_f20097_3_0","size_of_rose_wine_glass_drunk","20097_3_0","20097","3","0","Alcohol"
"size_of_rose_wine_glass_drunk_f20097_3_1","size_of_rose_wine_glass_drunk","20097_3_1","20097","3","1","Alcohol"
"size_of_rose_wine_glass_drunk_f20097_4_0","size_of_rose_wine_glass_drunk","20097_4_0","20097","4","0","Alcohol"
"size_of_rose_wine_glass_drunk_f20097_4_1","size_of_rose_wine_glass_drunk","20097_4_1","20097","4","1","Alcohol"
"smoking_status_f20116_0_0","smoking_status","20116_0_0","20116","0","0","Tobacco Use"
"smoking_status_f20116_1_0","smoking_status","20116_1_0","20116","1","0","Tobacco Use"
"smoking_status_f20116_2_0","smoking_status","20116_2_0","20116","2","0","Tobacco Use"
"smoking_status_f20116_3_0","smoking_status","20116_3_0","20116","3","0","Tobacco Use"
"alcohol_drinker_status_f20117_0_0","alcohol_drinker_status","20117_0_0","20117","0","0","Alcohol"
"alcohol_drinker_status_f20117_1_0","alcohol_drinker_status","20117_1_0","20117","1","0","Alcohol"
"alcohol_drinker_status_f20117_2_0","alcohol_drinker_status","20117_2_0","20117","2","0","Alcohol"
"alcohol_drinker_status_f20117_3_0","alcohol_drinker_status","20117_3_0","20117","3","0","Alcohol"
"bipolar_disorder_status_f20122_0_0","bipolar_disorder_status","20122_0_0","20122","0","0","Psychological"
"single_episode_of_probable_major_depression_f20123_0_0","single_episode_of_probable_major_depression","20123_0_0","20123","0","0","Psychological"
"probable_recurrent_major_depression_moderate_f20124_0_0","probable_recurrent_major_depression_moderate","20124_0_0","20124","0","0","Psychological"
"probable_recurrent_major_depression_severe_f20125_0_0","probable_recurrent_major_depression_severe","20125_0_0","20125","0","0","Psychological"
"bipolar_and_major_depression_status_f20126_0_0","bipolar_and_major_depression_status","20126_0_0","20126","0","0","Psychological"
"neuroticism_score_f20127_0_0","neuroticism_score","20127_0_0","20127","0","0","Psychological"
"ever_smoked_f20160_0_0","ever_smoked","20160_0_0","20160","0","0","Tobacco Use"
"ever_smoked_f20160_1_0","ever_smoked","20160_1_0","20160","1","0","Tobacco Use"
"ever_smoked_f20160_2_0","ever_smoked","20160_2_0","20160","2","0","Tobacco Use"
"ever_smoked_f20160_3_0","ever_smoked","20160_3_0","20160","3","0","Tobacco Use"
"pack_years_of_smoking_f20161_0_0","pack_years_of_smoking","20161_0_0","20161","0","0","Tobacco Use"
"pack_years_of_smoking_f20161_1_0","pack_years_of_smoking","20161_1_0","20161","1","0","Tobacco Use"
"pack_years_of_smoking_f20161_2_0","pack_years_of_smoking","20161_2_0","20161","2","0","Tobacco Use"
"pack_years_of_smoking_f20161_3_0","pack_years_of_smoking","20161_3_0","20161","3","0","Tobacco Use"
"pack_years_adult_smoking_as_proportion_of_life_span_exposed_to_smoking_f20162_0_0","pack_years_adult_smoking_as_proportion_of_life_span_exposed_to_smoking","20162_0_0","20162","0","0","Tobacco Use"
"pack_years_adult_smoking_as_proportion_of_life_span_exposed_to_smoking_f20162_1_0","pack_years_adult_smoking_as_proportion_of_life_span_exposed_to_smoking","20162_1_0","20162","1","0","Tobacco Use"
"pack_years_adult_smoking_as_proportion_of_life_span_exposed_to_smoking_f20162_2_0","pack_years_adult_smoking_as_proportion_of_life_span_exposed_to_smoking","20162_2_0","20162","2","0","Tobacco Use"
"pack_years_adult_smoking_as_proportion_of_life_span_exposed_to_smoking_f20162_3_0","pack_years_adult_smoking_as_proportion_of_life_span_exposed_to_smoking","20162_3_0","20162","3","0","Tobacco Use"
"amount_of_alcohol_drunk_on_a_typical_drinking_day_f20403_0_0","amount_of_alcohol_drunk_on_a_typical_drinking_day","20403_0_0","20403","0","0","Alcohol"
"frequency_of_drinking_alcohol_f20414_0_0","frequency_of_drinking_alcohol","20414_0_0","20414","0","0","Alcohol"
"feelings_of_tiredness_during_worst_episode_of_depression_f20449_0_0","feelings_of_tiredness_during_worst_episode_of_depression","20449_0_0","20449","0","0","Psychological"
"ever_taken_cannabis_f20453_0_0","ever_taken_cannabis","20453_0_0","20453","0","0","Psychological"
"maximum_frequency_of_taking_cannabis_f20454_0_0","maximum_frequency_of_taking_cannabis","20454_0_0","20454","0","0","Psychological"
"age_when_last_took_cannabis_f20455_0_0","age_when_last_took_cannabis","20455_0_0","20455","0","0","Psychological"
"trouble_falling_or_staying_asleep_or_sleeping_too_much_f20517_0_0","trouble_falling_or_staying_asleep_or_sleeping_too_much","20517_0_0","20517","0","0","Sleep"
"recent_feelings_of_tiredness_or_low_energy_f20519_0_0","recent_feelings_of_tiredness_or_low_energy","20519_0_0","20519","0","0","Psychological"
"did_your_sleep_change_f20532_0_0","did_your_sleep_change","20532_0_0","20532","0","0","Sleep"
"trouble_falling_asleep_f20533_0_0","trouble_falling_asleep","20533_0_0","20533","0","0","Sleep"
"sleeping_too_much_f20534_0_0","sleeping_too_much","20534_0_0","20534","0","0","Sleep"
"waking_too_early_f20535_0_0","waking_too_early","20535_0_0","20535","0","0","Sleep"
"activities_undertaken_to_treat_depression_f20547_0_1","activities_undertaken_to_treat_depression","20547_0_1","20547","0","1","Psychological"
"activities_undertaken_to_treat_depression_f20547_0_2","activities_undertaken_to_treat_depression","20547_0_2","20547","0","2","Psychological"
"ethnic_background_f21000_0_0","ethnic_background","21000_0_0","21000","0","0","Demographic"
"ethnic_background_f21000_1_0","ethnic_background","21000_1_0","21000","1","0","Demographic"
"ethnic_background_f21000_2_0","ethnic_background","21000_2_0","21000","2","0","Demographic"
"body_mass_index_bmi_f21001_0_0","body_mass_index_bmi","21001_0_0","21001","0","0","Anthropometry"
"body_mass_index_bmi_f21001_1_0","body_mass_index_bmi","21001_1_0","21001","1","0","Anthropometry"
"body_mass_index_bmi_f21001_2_0","body_mass_index_bmi","21001_2_0","21001","2","0","Anthropometry"
"body_mass_index_bmi_f21001_3_0","body_mass_index_bmi","21001_3_0","21001","3","0","Anthropometry"
"weight_f21002_0_0","weight","21002_0_0","21002","0","0","Anthropometry"
"weight_f21002_1_0","weight","21002_1_0","21002","1","0","Anthropometry"
"weight_f21002_2_0","weight","21002_2_0","21002","2","0","Anthropometry"
"weight_f21002_3_0","weight","21002_3_0","21002","3","0","Anthropometry"
"age_at_recruitment_f21022_0_0","age_at_recruitment","21022_0_0","21022","0","0","Demographic"
"degree_bothered_by_trouble_sleeping_in_the_last_3_months_f21061_0_0","degree_bothered_by_trouble_sleeping_in_the_last_3_months","21061_0_0","21061","0","0","Sleep"
"ipaq_activity_group_f22032_0_0","ipaq_activity_group","22032_0_0","22032","0","0","Physical Activity"
"summed_days_activity_f22033_0_0","summed_days_activity","22033_0_0","22033","0","0","Physical Activity"
"summed_minutes_activity_f22034_0_0","summed_minutes_activity","22034_0_0","22034","0","0","Physical Activity"
"above_moderatevigorous_recommendation_f22035_0_0","above_moderatevigorous_recommendation","22035_0_0","22035","0","0","Physical Activity"
"above_moderatevigorouswalking_recommendation_f22036_0_0","above_moderatevigorouswalking_recommendation","22036_0_0","22036","0","0","Physical Activity"
"met_minutes_per_week_for_walking_f22037_0_0","met_minutes_per_week_for_walking","22037_0_0","22037","0","0","Physical Activity"
"met_minutes_per_week_for_moderate_activity_f22038_0_0","met_minutes_per_week_for_moderate_activity","22038_0_0","22038","0","0","Physical Activity"
"met_minutes_per_week_for_vigorous_activity_f22039_0_0","met_minutes_per_week_for_vigorous_activity","22039_0_0","22039","0","0","Physical Activity"
"weight_f23098_0_0","weight","23098_0_0","23098","0","0","Anthropometry"
"weight_f23098_1_0","weight","23098_1_0","23098","1","0","Anthropometry"
"weight_f23098_2_0","weight","23098_2_0","23098","2","0","Anthropometry"
"weight_f23098_3_0","weight","23098_3_0","23098","3","0","Anthropometry"
"body_fat_percentage_f23099_0_0","body_fat_percentage","23099_0_0","23099","0","0","Anthropometry"
"body_fat_percentage_f23099_1_0","body_fat_percentage","23099_1_0","23099","1","0","Anthropometry"
"body_fat_percentage_f23099_2_0","body_fat_percentage","23099_2_0","23099","2","0","Anthropometry"
"body_fat_percentage_f23099_3_0","body_fat_percentage","23099_3_0","23099","3","0","Anthropometry"
"whole_body_fat_mass_f23100_0_0","whole_body_fat_mass","23100_0_0","23100","0","0","Anthropometry"
"whole_body_fat_mass_f23100_1_0","whole_body_fat_mass","23100_1_0","23100","1","0","Anthropometry"
"whole_body_fat_mass_f23100_2_0","whole_body_fat_mass","23100_2_0","23100","2","0","Anthropometry"
"whole_body_fat_mass_f23100_3_0","whole_body_fat_mass","23100_3_0","23100","3","0","Anthropometry"
"whole_body_fatfree_mass_f23101_0_0","whole_body_fatfree_mass","23101_0_0","23101","0","0","Anthropometry"
